Test Name,MyISAM Total Time,MyISAM Start Transfer Time,,InnoDB Total Time,InnoDB Start Transfer Time
Cloud/provider/cloud_avg_rv_storage_reserved/aggregate-Quarter-public,0.057502,0.057498,,0.057502,0.057498
Cloud/provider/cloud_avg_rv_storage_reserved/aggregate-Quarter-usr,0.065597,0.06559,,0.061735,0.061732
Cloud/provider/cloud_avg_rv_storage_reserved/aggregate-Year-cd,0.05931,0.059307,,0.057432,0.057429
Cloud/provider/cloud_avg_rv_storage_reserved/aggregate-Year-cs,0.054438,0.054436,,0.058607,0.058602
Cloud/provider/cloud_avg_rv_storage_reserved/aggregate-Year-pi,0.065307,0.065302,,0.063262,0.063257
Cloud/provider/cloud_avg_rv_storage_reserved/aggregate-Year-public,0.05746,0.057455,,0.057218,0.057211
Cloud/provider/cloud_avg_rv_storage_reserved/aggregate-Year-usr,0.065299,0.065295,,0.064007,0.064004
Cloud/provider/cloud_avg_rv_storage_reserved/timeseries-Day-cd,0.069656,0.069652,,0.059941,0.059938
Cloud/provider/cloud_avg_rv_storage_reserved/timeseries-Day-cs,0.066721,0.066716,,0.066403,0.0664
Cloud/provider/cloud_avg_rv_storage_reserved/timeseries-Day-pi,0.074676,0.07467,,0.06478,0.064773
Cloud/provider/cloud_avg_rv_storage_reserved/timeseries-Day-public,0.071271,0.071266,,0.066443,0.06644
Cloud/provider/cloud_avg_rv_storage_reserved/timeseries-Day-usr,0.07404,0.074033,,0.065507,0.065504
Cloud/provider/cloud_avg_rv_storage_reserved/timeseries-Month-cd,0.064668,0.064664,,0.060627,0.060624
Cloud/provider/cloud_avg_rv_storage_reserved/timeseries-Month-cs,0.063406,0.0634,,0.065489,0.065484
Cloud/provider/cloud_avg_rv_storage_reserved/timeseries-Month-pi,0.071659,0.071654,,0.063213,0.06321
Cloud/provider/cloud_avg_rv_storage_reserved/timeseries-Month-public,0.068632,0.068625,,0.065998,0.065995
Cloud/provider/cloud_avg_rv_storage_reserved/timeseries-Month-usr,0.073509,0.073505,,0.065036,0.065034
Cloud/provider/cloud_avg_rv_storage_reserved/timeseries-Quarter-cd,0.065705,0.065702,,0.059745,0.059741
Cloud/provider/cloud_avg_rv_storage_reserved/timeseries-Quarter-cs,0.061422,0.061416,,0.064874,0.064866
Cloud/provider/cloud_avg_rv_storage_reserved/timeseries-Quarter-pi,0.068759,0.068751,,0.062547,0.062543
Cloud/provider/cloud_avg_rv_storage_reserved/timeseries-Quarter-public,0.068658,0.068651,,0.066229,0.066226
Cloud/provider/cloud_avg_rv_storage_reserved/timeseries-Quarter-usr,0.072426,0.072421,,0.064389,0.064386
Cloud/provider/cloud_avg_rv_storage_reserved/timeseries-Year-cd,0.065565,0.065561,,0.060024,0.06002
Cloud/provider/cloud_avg_rv_storage_reserved/timeseries-Year-cs,0.062815,0.06281,,0.065079,0.065075
Cloud/provider/cloud_avg_rv_storage_reserved/timeseries-Year-pi,0.070374,0.070371,,0.062551,0.062544
Cloud/provider/cloud_avg_rv_storage_reserved/timeseries-Year-public,0.067969,0.067965,,0.067908,0.067888
Cloud/provider/cloud_avg_rv_storage_reserved/timeseries-Year-usr,0.072947,0.072943,,0.064816,0.064813
Cloud/provider/cloud_avg_wallduration_hours/aggregate-Day-cd,0.060576,0.060571,,0.054692,0.054683
Cloud/provider/cloud_avg_wallduration_hours/aggregate-Day-cs,0.060282,0.060275,,0.059165,0.059159
Cloud/provider/cloud_avg_wallduration_hours/aggregate-Day-pi,0.069554,0.069546,,0.06594,0.065937
Cloud/provider/cloud_avg_wallduration_hours/aggregate-Day-public,0.059985,0.059981,,0.058096,0.058092
Cloud/provider/cloud_avg_wallduration_hours/aggregate-Day-usr,0.067437,0.067433,,0.057423,0.05742
Cloud/provider/cloud_avg_wallduration_hours/aggregate-Month-cd,0.058536,0.058514,,0.054712,0.054709
Cloud/provider/cloud_avg_wallduration_hours/aggregate-Month-cs,0.056005,0.056001,,0.058303,0.0583
Cloud/provider/cloud_avg_wallduration_hours/aggregate-Month-pi,0.06569,0.065686,,0.064305,0.064303
Cloud/provider/cloud_avg_wallduration_hours/aggregate-Month-public,0.05702,0.057015,,0.056826,0.056822
Cloud/provider/cloud_avg_wallduration_hours/aggregate-Month-usr,0.063288,0.063284,,0.056521,0.056518
Cloud/provider/cloud_avg_wallduration_hours/aggregate-Quarter-cd,0.058317,0.058313,,0.05425,0.054244
Cloud/provider/cloud_avg_wallduration_hours/aggregate-Quarter-cs,0.055429,0.055419,,0.058081,0.058078
Cloud/provider/cloud_avg_wallduration_hours/aggregate-Quarter-pi,0.064809,0.064804,,0.066036,0.06603
Cloud/provider/cloud_avg_wallduration_hours/aggregate-Quarter-public,0.056643,0.056639,,0.058091,0.058088
Cloud/provider/cloud_avg_wallduration_hours/aggregate-Quarter-usr,0.065006,0.065002,,0.05607,0.056067
Cloud/provider/cloud_avg_wallduration_hours/aggregate-Year-cd,0.058332,0.058324,,0.055324,0.055299
Cloud/provider/cloud_avg_wallduration_hours/aggregate-Year-cs,0.056732,0.056725,,0.059435,0.059431
Cloud/provider/cloud_avg_wallduration_hours/aggregate-Year-pi,0.065713,0.065709,,0.063958,0.063954
Cloud/provider/cloud_avg_wallduration_hours/aggregate-Year-public,0.057445,0.057441,,0.057005,0.057001
Cloud/provider/cloud_avg_wallduration_hours/aggregate-Year-usr,0.063391,0.063387,,0.056109,0.056106
Cloud/provider/cloud_avg_wallduration_hours/timeseries-Day-cd,0.067927,0.067924,,0.065689,0.065686
Cloud/provider/cloud_avg_wallduration_hours/timeseries-Day-cs,0.066912,0.066909,,0.066593,0.066586
Cloud/provider/cloud_avg_wallduration_hours/timeseries-Day-pi,0.067374,0.067371,,0.0725,0.072496
Cloud/provider/cloud_avg_wallduration_hours/timeseries-Day-public,0.071703,0.071699,,0.061578,0.061575
Cloud/provider/cloud_avg_wallduration_hours/timeseries-Day-usr,0.078764,0.078761,,0.0699,0.06988
Cloud/provider/cloud_avg_wallduration_hours/timeseries-Month-cd,0.064395,0.064392,,0.066141,0.066138
Cloud/provider/cloud_avg_wallduration_hours/timeseries-Month-cs,0.064437,0.064433,,0.065594,0.06559
Cloud/provider/cloud_avg_wallduration_hours/timeseries-Month-pi,0.063409,0.063402,,0.069754,0.069749
Cloud/provider/cloud_avg_wallduration_hours/timeseries-Month-public,0.067484,0.067481,,0.059432,0.05943
Cloud/provider/cloud_avg_wallduration_hours/timeseries-Month-usr,0.071137,0.071133,,0.065816,0.065813
Cloud/provider/cloud_avg_wallduration_hours/timeseries-Quarter-cd,0.063646,0.063643,,0.066187,0.066184
Cloud/provider/cloud_avg_wallduration_hours/timeseries-Quarter-cs,0.063057,0.063053,,0.064806,0.064798
Cloud/provider/cloud_avg_wallduration_hours/timeseries-Quarter-pi,0.062154,0.062151,,0.070903,0.070899
Cloud/provider/cloud_avg_wallduration_hours/timeseries-Quarter-public,0.066034,0.066024,,0.060758,0.060747
Cloud/provider/cloud_avg_wallduration_hours/timeseries-Quarter-usr,0.071217,0.071213,,0.067255,0.067236
Cloud/provider/cloud_avg_wallduration_hours/timeseries-Year-cd,0.064108,0.064105,,0.065103,0.0651
Cloud/provider/cloud_avg_wallduration_hours/timeseries-Year-cs,0.062718,0.062714,,0.067956,0.067952
Cloud/provider/cloud_avg_wallduration_hours/timeseries-Year-pi,0.064672,0.064669,,0.071023,0.07102
Cloud/provider/cloud_avg_wallduration_hours/timeseries-Year-public,0.06775,0.067747,,0.061564,0.061561
Cloud/provider/cloud_avg_wallduration_hours/timeseries-Year-usr,0.073586,0.073583,,0.067775,0.067772
Cloud/provider/cloud_core_time/aggregate-Day-cd,0.06375,0.063742,,0.054747,0.054744
Cloud/provider/cloud_core_time/aggregate-Day-cs,0.056831,0.056827,,0.057639,0.057637
Cloud/provider/cloud_core_time/aggregate-Day-pi,0.068334,0.068331,,0.064761,0.064758
Cloud/provider/cloud_core_time/aggregate-Day-public,0.060704,0.060697,,0.05616,0.056157
Cloud/provider/cloud_core_time/aggregate-Day-usr,0.060696,0.060693,,0.05907,0.059067
Cloud/provider/cloud_core_time/aggregate-Month-cd,0.059845,0.05983,,0.054194,0.054191
Cloud/provider/cloud_core_time/aggregate-Month-cs,0.053144,0.053136,,0.057218,0.057215
Cloud/provider/cloud_core_time/aggregate-Month-pi,0.065617,0.065614,,0.066947,0.066944
Cloud/provider/cloud_core_time/aggregate-Month-public,0.058537,0.058515,,0.055741,0.055737
Cloud/provider/cloud_core_time/aggregate-Month-usr,0.058124,0.058121,,0.058176,0.058173
Cloud/provider/cloud_core_time/aggregate-Quarter-cd,0.057499,0.057495,,0.054779,0.054777
Cloud/provider/cloud_core_time/aggregate-Quarter-cs,0.052961,0.052956,,0.056969,0.056966
Cloud/provider/cloud_core_time/aggregate-Quarter-pi,0.066483,0.066481,,0.06629,0.066287
Cloud/provider/cloud_core_time/aggregate-Quarter-public,0.059738,0.059734,,0.056707,0.056703
Cloud/provider/cloud_core_time/aggregate-Quarter-usr,0.058533,0.05853,,0.058875,0.058871
Cloud/provider/cloud_core_time/aggregate-Year-cd,0.058559,0.058554,,0.054281,0.054278
Cloud/provider/cloud_core_time/aggregate-Year-cs,0.053589,0.053585,,0.059033,0.059031
Cloud/provider/cloud_core_time/aggregate-Year-pi,0.067281,0.067277,,0.065885,0.065883
Cloud/provider/cloud_core_time/aggregate-Year-public,0.060476,0.060471,,0.054999,0.054996
Cloud/provider/cloud_core_time/aggregate-Year-usr,0.058636,0.058633,,0.059328,0.059323
Cloud/provider/cloud_core_time/timeseries-Day-cd,0.069163,0.06915,,0.067035,0.067033
Cloud/provider/cloud_core_time/timeseries-Day-cs,0.066654,0.066633,,0.061468,0.061463
Cloud/provider/cloud_core_time/timeseries-Day-pi,0.075107,0.075103,,0.07105,0.071044
Cloud/provider/cloud_core_time/timeseries-Day-public,0.067292,0.067289,,0.067118,0.067114
Cloud/provider/cloud_core_time/timeseries-Day-usr,0.071766,0.071761,,0.068847,0.068844
Cloud/provider/cloud_core_time/timeseries-Month-cd,0.064406,0.064402,,0.065215,0.065213
Cloud/provider/cloud_core_time/timeseries-Month-cs,0.061881,0.061877,,0.060377,0.060373
Cloud/provider/cloud_core_time/timeseries-Month-pi,0.07064,0.070637,,0.071519,0.071515
Cloud/provider/cloud_core_time/timeseries-Month-public,0.062249,0.062246,,0.06843,0.068427
Cloud/provider/cloud_core_time/timeseries-Month-usr,0.067476,0.067471,,0.072369,0.072367
Cloud/provider/cloud_core_time/timeseries-Quarter-cd,0.064277,0.064273,,0.064672,0.064669
Cloud/provider/cloud_core_time/timeseries-Quarter-cs,0.071727,0.071724,,0.061589,0.061582
Cloud/provider/cloud_core_time/timeseries-Quarter-pi,0.071887,0.071883,,0.070578,0.070575
Cloud/provider/cloud_core_time/timeseries-Quarter-public,0.062832,0.062829,,0.068906,0.068902
Cloud/provider/cloud_core_time/timeseries-Quarter-usr,0.068227,0.068223,,0.069496,0.069493
Cloud/provider/cloud_core_time/timeseries-Year-cd,0.064994,0.06499,,0.065113,0.065111
Cloud/provider/cloud_core_time/timeseries-Year-cs,0.072076,0.072073,,0.059928,0.059923
Cloud/provider/cloud_core_time/timeseries-Year-pi,0.071122,0.071119,,0.069009,0.068988
Cloud/provider/cloud_core_time/timeseries-Year-public,0.063072,0.063069,,0.067995,0.067992
Cloud/provider/cloud_core_time/timeseries-Year-usr,0.067387,0.067383,,0.067132,0.067129
Cloud/provider/cloud_core_utilization/aggregate-Day-cd,0.058686,0.058682,,0.059448,0.059445
Cloud/provider/cloud_core_utilization/aggregate-Day-cs,0.062927,0.062923,,0.058799,0.058796
Cloud/provider/cloud_core_utilization/aggregate-Day-pi,0.072839,0.072832,,0.067954,0.067951
Cloud/provider/cloud_core_utilization/aggregate-Day-public,0.064444,0.06444,,0.067404,0.067398
Cloud/provider/cloud_core_utilization/aggregate-Day-usr,0.067105,0.067102,,0.062403,0.0624
Cloud/provider/cloud_core_utilization/aggregate-Month-cd,0.056002,0.055993,,0.058586,0.058583
Cloud/provider/cloud_core_utilization/aggregate-Month-cs,0.058427,0.058423,,0.059171,0.059167
Cloud/provider/cloud_core_utilization/aggregate-Month-pi,0.067015,0.067008,,0.065108,0.065106
Cloud/provider/cloud_core_utilization/aggregate-Month-public,0.0607,0.060693,,0.065462,0.065459
Cloud/provider/cloud_core_utilization/aggregate-Month-usr,0.063358,0.063355,,0.061492,0.061488
Cloud/provider/cloud_core_utilization/aggregate-Quarter-cd,0.056407,0.056402,,0.058928,0.058925
Cloud/provider/cloud_core_utilization/aggregate-Quarter-cs,0.057864,0.05786,,0.058003,0.058
Cloud/provider/cloud_core_utilization/aggregate-Quarter-pi,0.068378,0.068373,,0.065151,0.065148
Cloud/provider/cloud_core_utilization/aggregate-Quarter-public,0.061489,0.061485,,0.064866,0.064864
Cloud/provider/cloud_core_utilization/aggregate-Quarter-usr,0.064154,0.064151,,0.060676,0.060673
Cloud/provider/cloud_core_utilization/aggregate-Year-cd,0.056086,0.056082,,0.059207,0.059201
Cloud/provider/cloud_core_utilization/aggregate-Year-cs,0.058148,0.058144,,0.059005,0.059001
Cloud/provider/cloud_core_utilization/aggregate-Year-pi,0.068142,0.068137,,0.065283,0.06528
Cloud/provider/cloud_core_utilization/aggregate-Year-public,0.062514,0.06251,,0.065193,0.06519
Cloud/provider/cloud_core_utilization/aggregate-Year-usr,0.064188,0.064185,,0.060796,0.060792
Cloud/provider/cloud_core_utilization/timeseries-Day-cd,0.063015,0.063011,,0.06687,0.066867
Cloud/provider/cloud_core_utilization/timeseries-Day-cs,0.070256,0.070252,,0.062634,0.062631
Cloud/provider/cloud_core_utilization/timeseries-Day-pi,0.070197,0.07019,,0.072549,0.072545
Cloud/provider/cloud_core_utilization/timeseries-Day-public,0.068531,0.068527,,0.068021,0.068017
Cloud/provider/cloud_core_utilization/timeseries-Day-usr,0.075997,0.075992,,0.066537,0.066534
Cloud/provider/cloud_core_utilization/timeseries-Month-cd,0.059158,0.059154,,0.067768,0.067761
Cloud/provider/cloud_core_utilization/timeseries-Month-cs,0.06603,0.066027,,0.060607,0.060603
Cloud/provider/cloud_core_utilization/timeseries-Month-pi,0.062466,0.062458,,0.070728,0.070721
Cloud/provider/cloud_core_utilization/timeseries-Month-public,0.065658,0.065654,,0.068009,0.068005
Cloud/provider/cloud_core_utilization/timeseries-Month-usr,0.071247,0.071242,,0.066518,0.066515
Cloud/provider/cloud_core_utilization/timeseries-Quarter-cd,0.06014,0.060136,,0.066223,0.06622
Cloud/provider/cloud_core_utilization/timeseries-Quarter-cs,0.066129,0.066126,,0.061127,0.061124
Cloud/provider/cloud_core_utilization/timeseries-Quarter-pi,0.064263,0.064261,,0.073421,0.073417
Cloud/provider/cloud_core_utilization/timeseries-Quarter-public,0.06683,0.066827,,0.06812,0.068116
Cloud/provider/cloud_core_utilization/timeseries-Quarter-usr,0.07017,0.070165,,0.06781,0.067808
Cloud/provider/cloud_core_utilization/timeseries-Year-cd,0.060332,0.060329,,0.065929,0.065927
Cloud/provider/cloud_core_utilization/timeseries-Year-cs,0.072229,0.072226,,0.062064,0.062057
Cloud/provider/cloud_core_utilization/timeseries-Year-pi,0.062886,0.062882,,0.072422,0.072418
Cloud/provider/cloud_core_utilization/timeseries-Year-public,0.067017,0.067014,,0.066708,0.066704
Cloud/provider/cloud_core_utilization/timeseries-Year-usr,0.072311,0.072307,,0.064712,0.064709
Cloud/provider/cloud_num_sessions_ended/aggregate-Day-cd,0.070013,0.07001,,0.061987,0.061984
Cloud/provider/cloud_num_sessions_ended/aggregate-Day-cs,0.065785,0.06578,,0.0616,0.061593
Cloud/provider/cloud_num_sessions_ended/aggregate-Day-pi,0.072731,0.072729,,0.065418,0.065416
Cloud/provider/cloud_num_sessions_ended/aggregate-Day-public,0.061878,0.061874,,0.059598,0.059594
Cloud/provider/cloud_num_sessions_ended/aggregate-Day-usr,0.067565,0.067561,,0.05951,0.059506
Cloud/provider/cloud_num_sessions_ended/aggregate-Month-cd,0.062768,0.062766,,0.059349,0.059333
Cloud/provider/cloud_num_sessions_ended/aggregate-Month-cs,0.058349,0.058345,,0.057779,0.057776
Cloud/provider/cloud_num_sessions_ended/aggregate-Month-pi,0.065447,0.065444,,0.06235,0.062347
Cloud/provider/cloud_num_sessions_ended/aggregate-Month-public,0.054742,0.054738,,0.056144,0.05614
Cloud/provider/cloud_num_sessions_ended/aggregate-Month-usr,0.057419,0.057416,,0.056787,0.056784
Cloud/provider/cloud_num_sessions_ended/aggregate-Quarter-cd,0.060249,0.060246,,0.058318,0.058314
Cloud/provider/cloud_num_sessions_ended/aggregate-Quarter-cs,0.056894,0.05689,,0.056569,0.056566
Cloud/provider/cloud_num_sessions_ended/aggregate-Quarter-pi,0.065713,0.06571,,0.062122,0.062119
Cloud/provider/cloud_num_sessions_ended/aggregate-Quarter-public,0.054543,0.054539,,0.057049,0.057044
Cloud/provider/cloud_num_sessions_ended/aggregate-Quarter-usr,0.05715,0.057147,,0.057274,0.057271
Cloud/provider/cloud_num_sessions_ended/aggregate-Year-cd,0.060312,0.060309,,0.059083,0.05908
Cloud/provider/cloud_num_sessions_ended/aggregate-Year-cs,0.057639,0.057631,,0.056525,0.056522
Cloud/provider/cloud_num_sessions_ended/aggregate-Year-pi,0.066302,0.066299,,0.061897,0.061895
Cloud/provider/cloud_num_sessions_ended/aggregate-Year-public,0.055915,0.055911,,0.06703,0.067026
Cloud/provider/cloud_num_sessions_ended/aggregate-Year-usr,0.058117,0.058113,,0.058259,0.058256
Cloud/provider/cloud_num_sessions_ended/timeseries-Day-cd,0.069398,0.069394,,0.066659,0.066656
Cloud/provider/cloud_num_sessions_ended/timeseries-Day-cs,0.063951,0.063947,,0.069569,0.069566
Cloud/provider/cloud_num_sessions_ended/timeseries-Day-pi,0.073479,0.073475,,0.071139,0.071136
Cloud/provider/cloud_num_sessions_ended/timeseries-Day-public,0.066849,0.066842,,0.067726,0.067723
Cloud/provider/cloud_num_sessions_ended/timeseries-Day-usr,0.0732,0.073192,,0.068744,0.068742
Cloud/provider/cloud_num_sessions_ended/timeseries-Month-cd,0.065976,0.065972,,0.065822,0.065816
Cloud/provider/cloud_num_sessions_ended/timeseries-Month-cs,0.059859,0.059856,,0.06933,0.069325
Cloud/provider/cloud_num_sessions_ended/timeseries-Month-pi,0.069857,0.069851,,0.068263,0.068259
Cloud/provider/cloud_num_sessions_ended/timeseries-Month-public,0.061999,0.061995,,0.066091,0.066088
Cloud/provider/cloud_num_sessions_ended/timeseries-Month-usr,0.068392,0.068389,,0.067695,0.067693
Cloud/provider/cloud_num_sessions_ended/timeseries-Quarter-cd,0.065407,0.0654,,0.065506,0.065503
Cloud/provider/cloud_num_sessions_ended/timeseries-Quarter-cs,0.068296,0.068293,,0.074241,0.074233
Cloud/provider/cloud_num_sessions_ended/timeseries-Quarter-pi,0.068682,0.068679,,0.066692,0.066688
Cloud/provider/cloud_num_sessions_ended/timeseries-Quarter-public,0.063714,0.063708,,0.066979,0.066975
Cloud/provider/cloud_num_sessions_ended/timeseries-Quarter-usr,0.069132,0.069125,,0.067059,0.067057
Cloud/provider/cloud_num_sessions_ended/timeseries-Year-cd,0.066971,0.066967,,0.065403,0.0654
Cloud/provider/cloud_num_sessions_ended/timeseries-Year-cs,0.06848,0.068477,,0.064941,0.064937
Cloud/provider/cloud_num_sessions_ended/timeseries-Year-pi,0.07101,0.071007,,0.066688,0.066685
Cloud/provider/cloud_num_sessions_ended/timeseries-Year-public,0.064439,0.064436,,0.065135,0.065129
Cloud/provider/cloud_num_sessions_ended/timeseries-Year-usr,0.069382,0.069377,,0.07432,0.074316
Cloud/provider/cloud_num_sessions_running/aggregate-Day-cd,0.06139,0.061388,,0.059098,0.059095
Cloud/provider/cloud_num_sessions_running/aggregate-Day-cs,0.061384,0.061379,,0.061997,0.061993
Cloud/provider/cloud_num_sessions_running/aggregate-Day-pi,0.071304,0.071301,,0.061764,0.06176
Cloud/provider/cloud_num_sessions_running/aggregate-Day-public,0.062366,0.062363,,0.060021,0.060017
Cloud/provider/cloud_num_sessions_running/aggregate-Day-usr,0.065475,0.065468,,0.058311,0.058303
Cloud/provider/cloud_num_sessions_running/aggregate-Month-cd,0.059008,0.059001,,0.059012,0.059009
Cloud/provider/cloud_num_sessions_running/aggregate-Month-cs,0.057873,0.057869,,0.061,0.060996
Cloud/provider/cloud_num_sessions_running/aggregate-Month-pi,0.068905,0.068901,,0.062296,0.062292
Cloud/provider/cloud_num_sessions_running/aggregate-Month-public,0.058013,0.05801,,0.058418,0.058414
Cloud/provider/cloud_num_sessions_running/aggregate-Month-usr,0.062313,0.062307,,0.057808,0.057804
Cloud/provider/cloud_num_sessions_running/aggregate-Quarter-cd,0.060737,0.060699,,0.059302,0.059299
Cloud/provider/cloud_num_sessions_running/aggregate-Quarter-cs,0.05759,0.057586,,0.060236,0.060214
Cloud/provider/cloud_num_sessions_running/aggregate-Quarter-pi,0.066986,0.066979,,0.06154,0.061537
Cloud/provider/cloud_num_sessions_running/aggregate-Quarter-public,0.056837,0.056832,,0.057921,0.057917
Cloud/provider/cloud_num_sessions_running/aggregate-Quarter-usr,0.063798,0.063794,,0.058064,0.05806
Cloud/provider/cloud_num_sessions_running/aggregate-Year-cd,0.061022,0.061015,,0.059957,0.059954
