Test Name,MyISAM Total Time,MyISAM Start Transfer Time,,InnoDB Total Time,InnoDB Start Transfer Time
Jobs/queue/avg_wallduration_hours/timeseries-Day-cd,0.203347,0.203343,,0.106719,0.106715
Jobs/queue/avg_wallduration_hours/timeseries-Day-cs,0.205381,0.205375,,0.108145,0.108141
Jobs/queue/avg_wallduration_hours/timeseries-Day-pi,0.204794,0.204785,,0.117242,0.117237
Jobs/queue/avg_wallduration_hours/timeseries-Day-public,0.199248,0.199244,,0.110839,0.110835
Jobs/queue/avg_wallduration_hours/timeseries-Day-usr,0.205326,0.205321,,0.111543,0.111539
Jobs/queue/avg_wallduration_hours/timeseries-Month-cd,0.299246,0.299242,,0.162277,0.162271
Jobs/queue/avg_wallduration_hours/timeseries-Month-cs,0.299199,0.299195,,0.162085,0.162082
Jobs/queue/avg_wallduration_hours/timeseries-Month-pi,0.288995,0.288987,,0.167673,0.167668
Jobs/queue/avg_wallduration_hours/timeseries-Month-public,0.28977,0.289766,,0.160716,0.160713
Jobs/queue/avg_wallduration_hours/timeseries-Month-usr,0.298354,0.298349,,0.163516,0.163506
Jobs/queue/avg_wallduration_hours/timeseries-Quarter-cd,0.58998,0.589976,,0.290135,0.29013
Jobs/queue/avg_wallduration_hours/timeseries-Quarter-cs,0.604629,0.604623,,0.290707,0.290704
Jobs/queue/avg_wallduration_hours/timeseries-Quarter-pi,0.598712,0.598704,,0.300032,0.300027
Jobs/queue/avg_wallduration_hours/timeseries-Quarter-public,0.571573,0.571569,,0.287169,0.287166
Jobs/queue/avg_wallduration_hours/timeseries-Quarter-usr,0.608462,0.608457,,0.29319,0.293185
Jobs/queue/avg_wallduration_hours/timeseries-Year-cd,1.637579,1.637575,,4.382004,4.381995
Jobs/queue/avg_wallduration_hours/timeseries-Year-cs,1.602481,1.602475,,4.191848,4.19184
Jobs/queue/avg_wallduration_hours/timeseries-Year-pi,1.624519,1.62451,,4.474841,4.474778
Jobs/queue/avg_wallduration_hours/timeseries-Year-public,1.671894,1.671886,,4.392331,4.39232
Jobs/queue/avg_wallduration_hours/timeseries-Year-usr,1.666118,1.666113,,4.358682,4.358673
Jobs/queue/expansion_factor/aggregate-Day-cd,0.113307,0.113299,,0.073942,0.073939
Jobs/queue/expansion_factor/aggregate-Day-cs,0.117667,0.117664,,0.075865,0.075862
Jobs/queue/expansion_factor/aggregate-Day-pi,0.131779,0.131775,,0.082069,0.082065
Jobs/queue/expansion_factor/aggregate-Day-public,0.12582,0.125816,,0.075543,0.075539
Jobs/queue/expansion_factor/aggregate-Day-usr,0.121801,0.121778,,0.080976,0.080973
Jobs/queue/expansion_factor/aggregate-Month-cd,0.150071,0.150064,,0.098394,0.09839
Jobs/queue/expansion_factor/aggregate-Month-cs,0.155329,0.155325,,0.092145,0.092141
Jobs/queue/expansion_factor/aggregate-Month-pi,0.164104,0.164098,,0.103566,0.103561
Jobs/queue/expansion_factor/aggregate-Month-public,0.164875,0.164871,,0.096289,0.096286
Jobs/queue/expansion_factor/aggregate-Month-usr,0.157424,0.157418,,0.102619,0.102616
Jobs/queue/expansion_factor/aggregate-Quarter-cd,0.286276,0.286272,,0.149856,0.149852
Jobs/queue/expansion_factor/aggregate-Quarter-cs,0.276582,0.276579,,0.144595,0.144591
Jobs/queue/expansion_factor/aggregate-Quarter-pi,0.291136,0.291132,,0.154279,0.154272
Jobs/queue/expansion_factor/aggregate-Quarter-public,0.287995,0.28799,,0.148039,0.148036
Jobs/queue/expansion_factor/aggregate-Quarter-usr,0.277226,0.277222,,0.150967,0.150965
Jobs/queue/expansion_factor/aggregate-Year-cd,0.74343,0.74342,,2.124443,2.124438
Jobs/queue/expansion_factor/aggregate-Year-cs,0.726288,0.726283,,1.969495,1.969488
Jobs/queue/expansion_factor/aggregate-Year-pi,0.755817,0.755795,,2.173747,2.173742
Jobs/queue/expansion_factor/aggregate-Year-public,0.738795,0.738791,,2.163985,2.16398
Jobs/queue/expansion_factor/aggregate-Year-usr,0.713841,0.713836,,2.147069,2.147063
Jobs/queue/expansion_factor/timeseries-Day-cd,0.194876,0.194872,,0.099973,0.09997
Jobs/queue/expansion_factor/timeseries-Day-cs,0.185355,0.185351,,0.098557,0.098553
Jobs/queue/expansion_factor/timeseries-Day-pi,0.189034,0.18903,,0.103787,0.103783
Jobs/queue/expansion_factor/timeseries-Day-public,0.185978,0.185973,,0.100639,0.100634
Jobs/queue/expansion_factor/timeseries-Day-usr,0.187921,0.187917,,0.108351,0.108348
Jobs/queue/expansion_factor/timeseries-Month-cd,0.263381,0.263377,,0.151261,0.151257
Jobs/queue/expansion_factor/timeseries-Month-cs,0.268756,0.268752,,0.140888,0.140884
Jobs/queue/expansion_factor/timeseries-Month-pi,0.260632,0.260629,,0.144233,0.14423
Jobs/queue/expansion_factor/timeseries-Month-public,0.271922,0.271917,,0.143977,0.143974
Jobs/queue/expansion_factor/timeseries-Month-usr,0.266985,0.266981,,0.148197,0.148193
Jobs/queue/expansion_factor/timeseries-Quarter-cd,0.527988,0.527985,,0.257575,0.257571
Jobs/queue/expansion_factor/timeseries-Quarter-cs,0.55327,0.553266,,0.239585,0.239581
Jobs/queue/expansion_factor/timeseries-Quarter-pi,0.520931,0.520927,,0.250608,0.250605
Jobs/queue/expansion_factor/timeseries-Quarter-public,0.529731,0.529727,,0.249914,0.249911
Jobs/queue/expansion_factor/timeseries-Quarter-usr,0.505385,0.505379,,0.251162,0.251156
Jobs/queue/expansion_factor/timeseries-Year-cd,1.475435,1.47543,,4.126822,4.126811
Jobs/queue/expansion_factor/timeseries-Year-cs,1.502691,1.502686,,4.216038,4.216025
Jobs/queue/expansion_factor/timeseries-Year-pi,1.424954,1.424948,,4.172321,4.172311
Jobs/queue/expansion_factor/timeseries-Year-public,1.500969,1.50096,,4.057382,4.057374
Jobs/queue/expansion_factor/timeseries-Year-usr,1.455041,1.455035,,4.057964,4.057952
Jobs/queue/job_count/aggregate-Day-cd,0.114706,0.114702,,0.073518,0.073513
Jobs/queue/job_count/aggregate-Day-cs,0.121968,0.121964,,0.073911,0.073907
Jobs/queue/job_count/aggregate-Day-pi,0.122408,0.122403,,0.075469,0.075466
Jobs/queue/job_count/aggregate-Day-public,0.118717,0.118713,,0.071532,0.07153
Jobs/queue/job_count/aggregate-Day-usr,0.123408,0.123404,,0.080818,0.080815
Jobs/queue/job_count/aggregate-Month-cd,0.152278,0.15225,,0.094059,0.094055
Jobs/queue/job_count/aggregate-Month-cs,0.156897,0.15689,,0.095416,0.095412
Jobs/queue/job_count/aggregate-Month-pi,0.158843,0.158838,,0.095075,0.095071
Jobs/queue/job_count/aggregate-Month-public,0.154731,0.154727,,0.091451,0.091447
Jobs/queue/job_count/aggregate-Month-usr,0.153991,0.153986,,0.09917,0.099168
Jobs/queue/job_count/aggregate-Quarter-cd,0.283767,0.283763,,0.139309,0.139306
Jobs/queue/job_count/aggregate-Quarter-cs,0.266938,0.266934,,0.141952,0.141947
Jobs/queue/job_count/aggregate-Quarter-pi,0.288693,0.288689,,0.141297,0.141294
Jobs/queue/job_count/aggregate-Quarter-public,0.272475,0.27247,,0.138047,0.138044
Jobs/queue/job_count/aggregate-Quarter-usr,0.274829,0.274824,,0.146814,0.146812
Jobs/queue/job_count/aggregate-Year-cd,0.736261,0.736257,,2.024654,2.02465
Jobs/queue/job_count/aggregate-Year-cs,0.706884,0.706879,,1.915537,1.915529
Jobs/queue/job_count/aggregate-Year-pi,0.725844,0.72584,,1.951911,1.951905
Jobs/queue/job_count/aggregate-Year-public,0.750241,0.750237,,2.004578,2.004572
Jobs/queue/job_count/aggregate-Year-usr,0.723602,0.72359,,1.926969,1.926945
Jobs/queue/job_count/timeseries-Day-cd,0.193365,0.193361,,0.095965,0.095961
Jobs/queue/job_count/timeseries-Day-cs,0.192998,0.192994,,0.098529,0.098524
Jobs/queue/job_count/timeseries-Day-pi,0.184022,0.184019,,0.105717,0.105714
Jobs/queue/job_count/timeseries-Day-public,0.189486,0.189481,,0.097112,0.097109
Jobs/queue/job_count/timeseries-Day-usr,0.18626,0.186235,,0.10207,0.102065
Jobs/queue/job_count/timeseries-Month-cd,0.258702,0.258681,,0.134443,0.134424
Jobs/queue/job_count/timeseries-Month-cs,0.266715,0.266711,,0.13824,0.138235
Jobs/queue/job_count/timeseries-Month-pi,0.255766,0.255763,,0.14539,0.145387
Jobs/queue/job_count/timeseries-Month-public,0.259353,0.259348,,0.137819,0.137816
Jobs/queue/job_count/timeseries-Month-usr,0.258748,0.258744,,0.140085,0.14008
Jobs/queue/job_count/timeseries-Quarter-cd,0.521793,0.521787,,0.231597,0.231594
Jobs/queue/job_count/timeseries-Quarter-cs,0.516262,0.516258,,0.231711,0.231708
Jobs/queue/job_count/timeseries-Quarter-pi,0.513538,0.513533,,0.246174,0.246162
Jobs/queue/job_count/timeseries-Quarter-public,0.512218,0.512211,,0.235427,0.235424
Jobs/queue/job_count/timeseries-Quarter-usr,0.522243,0.522237,,0.234296,0.234289
Jobs/queue/job_count/timeseries-Year-cd,1.427317,1.42731,,3.928896,3.928888
Jobs/queue/job_count/timeseries-Year-cs,1.428349,1.428341,,3.94534,3.945334
Jobs/queue/job_count/timeseries-Year-pi,1.381282,1.381276,,3.936317,3.936308
Jobs/queue/job_count/timeseries-Year-public,1.418778,1.418771,,3.926969,3.926961
Jobs/queue/job_count/timeseries-Year-usr,1.456998,1.45699,,4.161136,4.161129
Jobs/queue/max_processors/aggregate-Day-cd,0.118339,0.118335,,0.072583,0.072576
Jobs/queue/max_processors/aggregate-Day-cs,0.114897,0.114893,,0.072185,0.072181
Jobs/queue/max_processors/aggregate-Day-pi,0.121864,0.121858,,0.080029,0.080025
Jobs/queue/max_processors/aggregate-Day-public,0.119216,0.119212,,0.0733,0.073297
Jobs/queue/max_processors/aggregate-Day-usr,0.12343,0.123426,,0.076821,0.076817
Jobs/queue/max_processors/aggregate-Month-cd,0.153579,0.153575,,0.092968,0.092961
Jobs/queue/max_processors/aggregate-Month-cs,0.160331,0.160327,,0.093789,0.093785
Jobs/queue/max_processors/aggregate-Month-pi,0.159391,0.159379,,0.100992,0.100988
Jobs/queue/max_processors/aggregate-Month-public,0.154537,0.154532,,0.092924,0.092904
Jobs/queue/max_processors/aggregate-Month-usr,0.153665,0.153662,,0.098114,0.09811
Jobs/queue/max_processors/aggregate-Quarter-cd,0.280343,0.28034,,0.137276,0.137271
Jobs/queue/max_processors/aggregate-Quarter-cs,0.28459,0.284585,,0.141085,0.141082
Jobs/queue/max_processors/aggregate-Quarter-pi,0.285547,0.285542,,0.14168,0.141675
Jobs/queue/max_processors/aggregate-Quarter-public,0.28064,0.280633,,0.142426,0.14242
Jobs/queue/max_processors/aggregate-Quarter-usr,0.274779,0.274775,,0.142651,0.142648
Jobs/queue/max_processors/aggregate-Year-cd,0.745865,0.74586,,1.909714,1.90971
Jobs/queue/max_processors/aggregate-Year-cs,0.829689,0.829684,,1.953264,1.953257
Jobs/queue/max_processors/aggregate-Year-pi,0.720289,0.720283,,2.181928,2.181919
Jobs/queue/max_processors/aggregate-Year-public,0.731361,0.731336,,1.946167,1.946163
Jobs/queue/max_processors/aggregate-Year-usr,0.69795,0.697945,,1.927207,1.927202
Jobs/queue/max_processors/timeseries-Day-cd,0.184228,0.184225,,0.09638,0.096376
Jobs/queue/max_processors/timeseries-Day-cs,0.205823,0.205818,,0.099208,0.099204
Jobs/queue/max_processors/timeseries-Day-pi,0.191509,0.191505,,0.100211,0.100206
Jobs/queue/max_processors/timeseries-Day-public,0.180881,0.180875,,0.097359,0.097355
Jobs/queue/max_processors/timeseries-Day-usr,0.185179,0.185174,,0.1014,0.101397
Jobs/queue/max_processors/timeseries-Month-cd,0.2608,0.260797,,0.134906,0.134903
Jobs/queue/max_processors/timeseries-Month-cs,0.265617,0.265613,,0.129222,0.129218
Jobs/queue/max_processors/timeseries-Month-pi,0.261269,0.261266,,0.13801,0.138007
Jobs/queue/max_processors/timeseries-Month-public,0.253493,0.253489,,0.132757,0.132751
Jobs/queue/max_processors/timeseries-Month-usr,0.250667,0.250662,,0.141052,0.141049
Jobs/queue/max_processors/timeseries-Quarter-cd,0.53462,0.534617,,0.228381,0.228376
Jobs/queue/max_processors/timeseries-Quarter-cs,0.548769,0.548759,,0.227997,0.227992
Jobs/queue/max_processors/timeseries-Quarter-pi,0.536578,0.536575,,0.229758,0.229754
Jobs/queue/max_processors/timeseries-Quarter-public,0.509287,0.509282,,0.221998,0.221993
Jobs/queue/max_processors/timeseries-Quarter-usr,0.494085,0.494081,,0.235534,0.23553
Jobs/queue/max_processors/timeseries-Year-cd,1.426944,1.426937,,4.008093,4.008085
Jobs/queue/max_processors/timeseries-Year-cs,1.44723,1.447224,,3.944518,3.94451
Jobs/queue/max_processors/timeseries-Year-pi,1.436053,1.436048,,3.892082,3.892075
Jobs/queue/max_processors/timeseries-Year-public,1.393254,1.39325,,3.868557,3.868544
Jobs/queue/max_processors/timeseries-Year-usr,1.378441,1.378436,,3.936602,3.936592
Jobs/queue/min_processors/aggregate-Day-cd,0.115695,0.115691,,0.073636,0.073629
Jobs/queue/min_processors/aggregate-Day-cs,0.121595,0.121591,,0.076594,0.076592
Jobs/queue/min_processors/aggregate-Day-pi,0.122173,0.122168,,0.079721,0.079718
Jobs/queue/min_processors/aggregate-Day-public,0.122157,0.122152,,0.078736,0.078733
Jobs/queue/min_processors/aggregate-Day-usr,0.125262,0.125257,,0.077598,0.077594
Jobs/queue/min_processors/aggregate-Month-cd,0.15241,0.152405,,0.091538,0.091529
Jobs/queue/min_processors/aggregate-Month-cs,0.157366,0.157362,,0.093927,0.093923
Jobs/queue/min_processors/aggregate-Month-pi,0.154653,0.154649,,0.100317,0.100313
Jobs/queue/min_processors/aggregate-Month-public,0.163545,0.163523,,0.096359,0.096354
Jobs/queue/min_processors/aggregate-Month-usr,0.156896,0.156891,,0.097477,0.097474
Jobs/queue/min_processors/aggregate-Quarter-cd,0.276588,0.276585,,0.139197,0.139193
Jobs/queue/min_processors/aggregate-Quarter-cs,0.291523,0.291502,,0.142832,0.142828
Jobs/queue/min_processors/aggregate-Quarter-pi,0.272628,0.272623,,0.142622,0.142619
Jobs/queue/min_processors/aggregate-Quarter-public,0.283832,0.283829,,0.14286,0.142855
Jobs/queue/min_processors/aggregate-Quarter-usr,0.286328,0.286323,,0.144051,0.144048
Jobs/queue/min_processors/aggregate-Year-cd,0.732924,0.73292,,2.075802,2.075795
Jobs/queue/min_processors/aggregate-Year-cs,0.732446,0.732442,,1.917412,1.917406
Jobs/queue/min_processors/aggregate-Year-pi,0.719051,0.719045,,1.942363,1.942358
Jobs/queue/min_processors/aggregate-Year-public,0.738108,0.738104,,2.168111,2.168097
Jobs/queue/min_processors/aggregate-Year-usr,0.735374,0.735369,,1.931527,1.931521
Jobs/queue/min_processors/timeseries-Day-cd,0.181009,0.181006,,0.097343,0.097339
Jobs/queue/min_processors/timeseries-Day-cs,0.184154,0.184149,,0.093738,0.093733
Jobs/queue/min_processors/timeseries-Day-pi,0.190129,0.190125,,0.100379,0.100375
Jobs/queue/min_processors/timeseries-Day-public,0.18156,0.181556,,0.099606,0.099602
Jobs/queue/min_processors/timeseries-Day-usr,0.183651,0.183646,,0.105691,0.105688
Jobs/queue/min_processors/timeseries-Month-cd,0.251236,0.251232,,0.135891,0.135887
Jobs/queue/min_processors/timeseries-Month-cs,0.257583,0.257579,,0.13068,0.130676
Jobs/queue/min_processors/timeseries-Month-pi,0.258973,0.258968,,0.142799,0.142796
Jobs/queue/min_processors/timeseries-Month-public,0.25689,0.256886,,0.136794,0.136789
Jobs/queue/min_processors/timeseries-Month-usr,0.248329,0.248323,,0.144727,0.144723
Jobs/queue/min_processors/timeseries-Quarter-cd,0.493061,0.493032,,0.227468,0.227464
Jobs/queue/min_processors/timeseries-Quarter-cs,0.526066,0.526062,,0.222226,0.22222
Jobs/queue/min_processors/timeseries-Quarter-pi,0.51047,0.510465,,0.240432,0.240428
Jobs/queue/min_processors/timeseries-Quarter-public,0.509085,0.509079,,0.231007,0.231003
Jobs/queue/min_processors/timeseries-Quarter-usr,0.485352,0.485347,,0.235013,0.23501
Jobs/queue/min_processors/timeseries-Year-cd,1.396988,1.396978,,3.976309,3.976301
Jobs/queue/min_processors/timeseries-Year-cs,1.421248,1.421243,,3.902104,3.902097
Jobs/queue/min_processors/timeseries-Year-pi,1.403516,1.403504,,3.890332,3.89032
Jobs/queue/min_processors/timeseries-Year-public,1.411803,1.411798,,3.945809,3.9458
Jobs/queue/min_processors/timeseries-Year-usr,1.386878,1.38687,,3.978018,3.978004
Jobs/queue/normalized_avg_processors/aggregate-Day-cd,0.122464,0.12246,,0.082598,0.082593
Jobs/queue/normalized_avg_processors/aggregate-Day-cs,0.130178,0.130174,,0.084452,0.084446
Jobs/queue/normalized_avg_processors/aggregate-Day-pi,0.128824,0.12882,,0.090848,0.090842
Jobs/queue/normalized_avg_processors/aggregate-Day-public,0.127765,0.127761,,0.085016,0.085014
Jobs/queue/normalized_avg_processors/aggregate-Day-usr,0.125217,0.125212,,0.092716,0.092713
Jobs/queue/normalized_avg_processors/aggregate-Month-cd,0.175504,0.1755,,0.125295,0.125287
Jobs/queue/normalized_avg_processors/aggregate-Month-cs,0.188314,0.188309,,0.121675,0.121672
Jobs/queue/normalized_avg_processors/aggregate-Month-pi,0.181867,0.181863,,0.153766,0.153762
Jobs/queue/normalized_avg_processors/aggregate-Month-public,0.174035,0.174031,,0.124493,0.124491
Jobs/queue/normalized_avg_processors/aggregate-Month-usr,0.192411,0.192407,,0.13271,0.132707
Jobs/queue/normalized_avg_processors/aggregate-Quarter-cd,0.349093,0.349087,,0.21141,0.211398
Jobs/queue/normalized_avg_processors/aggregate-Quarter-cs,0.346881,0.346877,,0.215423,0.21542
Jobs/queue/normalized_avg_processors/aggregate-Quarter-pi,0.348202,0.348195,,0.212413,0.21241
Jobs/queue/normalized_avg_processors/aggregate-Quarter-public,0.34856,0.348557,,0.246294,0.246292
Jobs/queue/normalized_avg_processors/aggregate-Quarter-usr,0.339283,0.339279,,0.213032,0.213029
Jobs/queue/normalized_avg_processors/aggregate-Year-cd,0.948218,0.948212,,2.416418,2.416406
Jobs/queue/normalized_avg_processors/aggregate-Year-cs,0.937424,0.937417,,2.378059,2.378052
Jobs/queue/normalized_avg_processors/aggregate-Year-pi,0.926741,0.926729,,2.549926,2.549901
Jobs/queue/normalized_avg_processors/aggregate-Year-public,1.06585,1.065846,,2.448262,2.448255
Jobs/queue/normalized_avg_processors/aggregate-Year-usr,0.939772,0.939765,,2.408323,2.408316
Jobs/queue/normalized_avg_processors/timeseries-Day-cd,0.205564,0.205558,,0.120363,0.120359
Jobs/queue/normalized_avg_processors/timeseries-Day-cs,0.214228,0.214219,,0.124477,0.124472
Jobs/queue/normalized_avg_processors/timeseries-Day-pi,0.212701,0.212641,,0.125391,0.125387
Jobs/queue/normalized_avg_processors/timeseries-Day-public,0.202444,0.202439,,0.123398,0.123394
Jobs/queue/normalized_avg_processors/timeseries-Day-usr,0.21026,0.210255,,0.127837,0.127832
Jobs/queue/normalized_avg_processors/timeseries-Month-cd,0.305907,0.305903,,0.193261,0.193257
Jobs/queue/normalized_avg_processors/timeseries-Month-cs,0.314857,0.314853,,0.206884,0.20688
Jobs/queue/normalized_avg_processors/timeseries-Month-pi,0.306815,0.30681,,0.195862,0.195859
Jobs/queue/normalized_avg_processors/timeseries-Month-public,0.29903,0.299024,,0.202389,0.202385
Jobs/queue/normalized_avg_processors/timeseries-Month-usr,0.297442,0.297437,,0.200282,0.200277
Jobs/queue/normalized_avg_processors/timeseries-Quarter-cd,0.672598,0.672586,,0.476177,0.476173
Jobs/queue/normalized_avg_processors/timeseries-Quarter-cs,0.709925,0.709915,,0.45477,0.454765
Jobs/queue/normalized_avg_processors/timeseries-Quarter-pi,0.722286,0.722281,,0.408084,0.408075
Jobs/queue/normalized_avg_processors/timeseries-Quarter-public,0.677454,0.677449,,0.496851,0.496847
Jobs/queue/normalized_avg_processors/timeseries-Quarter-usr,0.671775,0.67177,,0.430809,0.430803
Jobs/queue/normalized_avg_processors/timeseries-Year-cd,1.796934,1.796929,,4.897351,4.897323
Jobs/queue/normalized_avg_processors/timeseries-Year-cs,1.882342,1.882336,,4.89999,4.89998
Jobs/queue/normalized_avg_processors/timeseries-Year-pi,1.879991,1.879985,,4.982212,4.982204
Jobs/queue/normalized_avg_processors/timeseries-Year-public,1.793439,1.793434,,4.989499,4.989491
Jobs/queue/normalized_avg_processors/timeseries-Year-usr,1.827081,1.827076,,4.977397,4.977377
Jobs/queue/running_job_count/aggregate-Day-cd,0.126757,0.126754,,0.074031,0.074028
Jobs/queue/running_job_count/aggregate-Day-cs,0.116676,0.11667,,0.073917,0.073913
Jobs/queue/running_job_count/aggregate-Day-pi,0.128177,0.128172,,0.081477,0.081473
Jobs/queue/running_job_count/aggregate-Day-public,0.118257,0.118251,,0.076615,0.076612
Jobs/queue/running_job_count/aggregate-Day-usr,0.125856,0.125852,,0.080429,0.080426
Jobs/queue/running_job_count/aggregate-Month-cd,0.159005,0.159002,,0.094889,0.094886
Jobs/queue/running_job_count/aggregate-Month-cs,0.158893,0.158884,,0.094008,0.094005
Jobs/queue/running_job_count/aggregate-Month-pi,0.162094,0.162083,,0.103488,0.103484
Jobs/queue/running_job_count/aggregate-Month-public,0.160651,0.160648,,0.096722,0.096718
Jobs/queue/running_job_count/aggregate-Month-usr,0.166539,0.166535,,0.10406,0.104056
Jobs/queue/running_job_count/aggregate-Quarter-cd,0.290775,0.29077,,0.144411,0.144408
Jobs/queue/running_job_count/aggregate-Quarter-cs,0.291412,0.291407,,0.144046,0.144042
Jobs/queue/running_job_count/aggregate-Quarter-pi,0.300038,0.300033,,0.153062,0.153058
Jobs/queue/running_job_count/aggregate-Quarter-public,0.290157,0.290154,,0.148054,0.148047
Jobs/queue/running_job_count/aggregate-Quarter-usr,0.301167,0.301162,,0.149628,0.149625
Jobs/queue/running_job_count/aggregate-Year-cd,0.768779,0.768775,,1.944158,1.944153
Jobs/queue/running_job_count/aggregate-Year-cs,0.794435,0.794431,,1.938873,1.938867
Jobs/queue/running_job_count/aggregate-Year-pi,0.783989,0.783983,,1.948534,1.948527
Jobs/queue/running_job_count/aggregate-Year-public,0.734106,0.734103,,1.994778,1.994775
Jobs/queue/running_job_count/aggregate-Year-usr,0.76702,0.767011,,2.063642,2.063637
Jobs/queue/running_job_count/timeseries-Day-cd,0.184807,0.184802,,0.099528,0.099525
Jobs/queue/running_job_count/timeseries-Day-cs,0.187561,0.187557,,0.09939,0.099386
Jobs/queue/running_job_count/timeseries-Day-pi,0.200806,0.200802,,0.104449,0.104445
Jobs/queue/running_job_count/timeseries-Day-public,0.188745,0.188737,,0.09745,0.097447
Jobs/queue/running_job_count/timeseries-Day-usr,0.197213,0.19721,,0.102228,0.102223
Jobs/queue/running_job_count/timeseries-Month-cd,0.287883,0.287879,,0.154227,0.154224
Jobs/queue/running_job_count/timeseries-Month-cs,0.292939,0.292907,,0.156941,0.156937
Jobs/queue/running_job_count/timeseries-Month-pi,0.283032,0.283026,,0.156439,0.156435
Jobs/queue/running_job_count/timeseries-Month-public,0.262631,0.262628,,0.136764,0.136761
Jobs/queue/running_job_count/timeseries-Month-usr,0.288405,0.288401,,0.162934,0.162929
Jobs/queue/running_job_count/timeseries-Quarter-cd,0.53053,0.530526,,0.233607,0.233603
Jobs/queue/running_job_count/timeseries-Quarter-cs,0.546023,0.546019,,0.23792,0.237916
Jobs/queue/running_job_count/timeseries-Quarter-pi,0.52802,0.528014,,0.242862,0.242857
Jobs/queue/running_job_count/timeseries-Quarter-public,0.533328,0.533324,,0.249468,0.249463
Jobs/queue/running_job_count/timeseries-Quarter-usr,0.534307,0.534295,,0.241711,0.241706
Jobs/queue/running_job_count/timeseries-Year-cd,1.51575,1.515744,,3.961371,3.96136
Jobs/queue/running_job_count/timeseries-Year-cs,1.516188,1.516169,,4.209361,4.209353
Jobs/queue/running_job_count/timeseries-Year-pi,1.454949,1.45494,,4.167643,4.167633
Jobs/queue/running_job_count/timeseries-Year-public,1.441824,1.441815,,4.046926,4.046919
Jobs/queue/running_job_count/timeseries-Year-usr,1.505194,1.505191,,3.964926,3.964916
Jobs/queue/started_job_count/aggregate-Day-cd,0.118084,0.118075,,0.077215,0.077211
Jobs/queue/started_job_count/aggregate-Day-cs,0.119987,0.119982,,0.076936,0.076929
Jobs/queue/started_job_count/aggregate-Day-pi,0.129625,0.129622,,0.081311,0.0813
Jobs/queue/started_job_count/aggregate-Day-public,0.116263,0.116259,,0.073575,0.073571
Jobs/queue/started_job_count/aggregate-Day-usr,0.119505,0.119502,,0.081861,0.081858
Jobs/queue/started_job_count/aggregate-Month-cd,0.154505,0.154501,,0.100426,0.100422
Jobs/queue/started_job_count/aggregate-Month-cs,0.156237,0.156231,,0.093681,0.093677
Jobs/queue/started_job_count/aggregate-Month-pi,0.16862,0.168611,,0.101298,0.101295
Jobs/queue/started_job_count/aggregate-Month-public,0.149592,0.149587,,0.091701,0.091696
Jobs/queue/started_job_count/aggregate-Month-usr,0.155431,0.155427,,0.102124,0.102122
Jobs/queue/started_job_count/aggregate-Quarter-cd,0.284874,0.284869,,0.145656,0.145651
Jobs/queue/started_job_count/aggregate-Quarter-cs,0.27886,0.278854,,0.141613,0.141608
Jobs/queue/started_job_count/aggregate-Quarter-pi,0.299856,0.299852,,0.150777,0.150772
Jobs/queue/started_job_count/aggregate-Quarter-public,0.26598,0.265977,,0.144086,0.144081
Jobs/queue/started_job_count/aggregate-Quarter-usr,0.278508,0.278504,,0.148704,0.1487
Jobs/queue/started_job_count/aggregate-Year-cd,0.746768,0.746765,,1.973027,1.973024
Jobs/queue/started_job_count/aggregate-Year-cs,0.735323,0.735318,,1.933968,1.933961
Jobs/queue/started_job_count/aggregate-Year-pi,0.731037,0.731032,,1.936357,1.936351
Jobs/queue/started_job_count/aggregate-Year-public,0.738643,0.738639,,1.96984,1.969837
Jobs/queue/started_job_count/aggregate-Year-usr,0.738935,0.738929,,1.933858,1.933854
Jobs/queue/started_job_count/timeseries-Day-cd,0.185523,0.185517,,0.0977,0.097697
Jobs/queue/started_job_count/timeseries-Day-cs,0.188264,0.18826,,0.099093,0.099083
Jobs/queue/started_job_count/timeseries-Day-pi,0.191121,0.191115,,0.10261,0.102607
Jobs/queue/started_job_count/timeseries-Day-public,0.188002,0.187998,,0.098071,0.098066
Jobs/queue/started_job_count/timeseries-Day-usr,0.193802,0.193795,,0.105109,0.105105
Jobs/queue/started_job_count/timeseries-Month-cd,0.25761,0.257606,,0.139292,0.139289
Jobs/queue/started_job_count/timeseries-Month-cs,0.260678,0.260674,,0.137625,0.13762
Jobs/queue/started_job_count/timeseries-Month-pi,0.264147,0.264142,,0.140661,0.140657
Jobs/queue/started_job_count/timeseries-Month-public,0.254862,0.254858,,0.135555,0.135551
Jobs/queue/started_job_count/timeseries-Month-usr,0.254646,0.254641,,0.142975,0.14297
Jobs/queue/started_job_count/timeseries-Quarter-cd,0.525533,0.525529,,0.236586,0.236583
Jobs/queue/started_job_count/timeseries-Quarter-cs,0.526208,0.526205,,0.240722,0.240717
Jobs/queue/started_job_count/timeseries-Quarter-pi,0.57339,0.573385,,0.240134,0.240131
Jobs/queue/started_job_count/timeseries-Quarter-public,0.519228,0.519225,,0.234469,0.234465
Jobs/queue/started_job_count/timeseries-Quarter-usr,0.50259,0.502582,,0.240945,0.240941
Jobs/queue/started_job_count/timeseries-Year-cd,1.443887,1.443858,,4.005328,4.005311
Jobs/queue/started_job_count/timeseries-Year-cs,1.443912,1.443908,,3.959588,3.959581
Jobs/queue/started_job_count/timeseries-Year-pi,1.450708,1.450698,,4.034742,4.034735
