Test Name,Realm,Group By,Statistic,Data Set Type,Aggregation Unit,MyISAM Total Time,MyISAM Start Transfer Time,InnoDB Total Time,InnoDB Start Transfer Time
Jobs/nsfdirectorate/total_gpu_hours/timeseries-Month-usr,Jobs,nsfdirectorate,total_gpu_hours,timeseries,Month,0.0042%,0.0042%,0.0026%,0.0026%
Jobs/nsfdirectorate/total_gpu_hours/timeseries-Quarter-cd,Jobs,nsfdirectorate,total_gpu_hours,timeseries,Quarter,0.0088%,0.0088%,0.0041%,0.0041%
Jobs/nsfdirectorate/total_gpu_hours/timeseries-Quarter-cs,Jobs,nsfdirectorate,total_gpu_hours,timeseries,Quarter,0.0089%,0.0089%,0.0041%,0.0041%
Jobs/nsfdirectorate/total_gpu_hours/timeseries-Quarter-pi,Jobs,nsfdirectorate,total_gpu_hours,timeseries,Quarter,0.0084%,0.0085%,0.0041%,0.0041%
Jobs/nsfdirectorate/total_gpu_hours/timeseries-Quarter-public,Jobs,nsfdirectorate,total_gpu_hours,timeseries,Quarter,0.0088%,0.0088%,0.004%,0.004%
Jobs/nsfdirectorate/total_gpu_hours/timeseries-Quarter-usr,Jobs,nsfdirectorate,total_gpu_hours,timeseries,Quarter,0.0089%,0.0089%,0.004%,0.004%
Jobs/nsfdirectorate/total_gpu_hours/timeseries-Year-cd,Jobs,nsfdirectorate,total_gpu_hours,timeseries,Year,0.0255%,0.0255%,0.0101%,0.0101%
Jobs/nsfdirectorate/total_gpu_hours/timeseries-Year-cs,Jobs,nsfdirectorate,total_gpu_hours,timeseries,Year,0.0252%,0.0252%,0.0095%,0.0095%
Jobs/nsfdirectorate/total_gpu_hours/timeseries-Year-pi,Jobs,nsfdirectorate,total_gpu_hours,timeseries,Year,0.0239%,0.0239%,0.0093%,0.0094%
Jobs/nsfdirectorate/total_gpu_hours/timeseries-Year-public,Jobs,nsfdirectorate,total_gpu_hours,timeseries,Year,0.0259%,0.0259%,0.0094%,0.0095%
Jobs/nsfdirectorate/total_gpu_hours/timeseries-Year-usr,Jobs,nsfdirectorate,total_gpu_hours,timeseries,Year,0.025%,0.025%,0.0093%,0.0093%
Jobs/nsfdirectorate/total_node_hours/aggregate-Day-cd,Jobs,nsfdirectorate,total_node_hours,aggregate,Day,0.0016%,0.0016%,0.0016%,0.0016%
Jobs/nsfdirectorate/total_node_hours/aggregate-Day-cs,Jobs,nsfdirectorate,total_node_hours,aggregate,Day,0.0016%,0.0016%,0.0015%,0.0015%
Jobs/nsfdirectorate/total_node_hours/aggregate-Day-pi,Jobs,nsfdirectorate,total_node_hours,aggregate,Day,0.0016%,0.0016%,0.0016%,0.0016%
Jobs/nsfdirectorate/total_node_hours/aggregate-Day-public,Jobs,nsfdirectorate,total_node_hours,aggregate,Day,0.0016%,0.0016%,0.0016%,0.0017%
Jobs/nsfdirectorate/total_node_hours/aggregate-Day-usr,Jobs,nsfdirectorate,total_node_hours,aggregate,Day,0.0016%,0.0016%,0.0017%,0.0017%
Jobs/nsfdirectorate/total_node_hours/aggregate-Month-cd,Jobs,nsfdirectorate,total_node_hours,aggregate,Month,0.0024%,0.0024%,0.0018%,0.0018%
Jobs/nsfdirectorate/total_node_hours/aggregate-Month-cs,Jobs,nsfdirectorate,total_node_hours,aggregate,Month,0.0025%,0.0025%,0.0018%,0.0018%
Jobs/nsfdirectorate/total_node_hours/aggregate-Month-pi,Jobs,nsfdirectorate,total_node_hours,aggregate,Month,0.0024%,0.0024%,0.0018%,0.0018%
Jobs/nsfdirectorate/total_node_hours/aggregate-Month-public,Jobs,nsfdirectorate,total_node_hours,aggregate,Month,0.0024%,0.0024%,0.0019%,0.0019%
Jobs/nsfdirectorate/total_node_hours/aggregate-Month-usr,Jobs,nsfdirectorate,total_node_hours,aggregate,Month,0.0025%,0.0025%,0.0019%,0.0019%
Jobs/nsfdirectorate/total_node_hours/aggregate-Quarter-cd,Jobs,nsfdirectorate,total_node_hours,aggregate,Quarter,0.0045%,0.0045%,0.0025%,0.0025%
Jobs/nsfdirectorate/total_node_hours/aggregate-Quarter-cs,Jobs,nsfdirectorate,total_node_hours,aggregate,Quarter,0.0047%,0.0047%,0.0025%,0.0025%
Jobs/nsfdirectorate/total_node_hours/aggregate-Quarter-pi,Jobs,nsfdirectorate,total_node_hours,aggregate,Quarter,0.0047%,0.0047%,0.0026%,0.0026%
Jobs/nsfdirectorate/total_node_hours/aggregate-Quarter-public,Jobs,nsfdirectorate,total_node_hours,aggregate,Quarter,0.0048%,0.0048%,0.0026%,0.0026%
Jobs/nsfdirectorate/total_node_hours/aggregate-Quarter-usr,Jobs,nsfdirectorate,total_node_hours,aggregate,Quarter,0.0048%,0.0048%,0.0026%,0.0027%
Jobs/nsfdirectorate/total_node_hours/aggregate-Year-cd,Jobs,nsfdirectorate,total_node_hours,aggregate,Year,0.0124%,0.0124%,0.005%,0.005%
Jobs/nsfdirectorate/total_node_hours/aggregate-Year-cs,Jobs,nsfdirectorate,total_node_hours,aggregate,Year,0.0127%,0.0127%,0.0051%,0.0051%
Jobs/nsfdirectorate/total_node_hours/aggregate-Year-pi,Jobs,nsfdirectorate,total_node_hours,aggregate,Year,0.0132%,0.0132%,0.0051%,0.0052%
Jobs/nsfdirectorate/total_node_hours/aggregate-Year-public,Jobs,nsfdirectorate,total_node_hours,aggregate,Year,0.0131%,0.0131%,0.0052%,0.0052%
Jobs/nsfdirectorate/total_node_hours/aggregate-Year-usr,Jobs,nsfdirectorate,total_node_hours,aggregate,Year,0.013%,0.013%,0.0052%,0.0052%
Jobs/nsfdirectorate/total_node_hours/timeseries-Day-cd,Jobs,nsfdirectorate,total_node_hours,timeseries,Day,0.0026%,0.0026%,0.0019%,0.0019%
Jobs/nsfdirectorate/total_node_hours/timeseries-Day-cs,Jobs,nsfdirectorate,total_node_hours,timeseries,Day,0.0026%,0.0026%,0.002%,0.002%
Jobs/nsfdirectorate/total_node_hours/timeseries-Day-pi,Jobs,nsfdirectorate,total_node_hours,timeseries,Day,0.0026%,0.0026%,0.002%,0.002%
Jobs/nsfdirectorate/total_node_hours/timeseries-Day-public,Jobs,nsfdirectorate,total_node_hours,timeseries,Day,0.0026%,0.0026%,0.002%,0.002%
Jobs/nsfdirectorate/total_node_hours/timeseries-Day-usr,Jobs,nsfdirectorate,total_node_hours,timeseries,Day,0.0026%,0.0026%,0.0022%,0.0022%
Jobs/nsfdirectorate/total_node_hours/timeseries-Month-cd,Jobs,nsfdirectorate,total_node_hours,timeseries,Month,0.004%,0.004%,0.0025%,0.0025%
Jobs/nsfdirectorate/total_node_hours/timeseries-Month-cs,Jobs,nsfdirectorate,total_node_hours,timeseries,Month,0.004%,0.004%,0.0026%,0.0026%
Jobs/nsfdirectorate/total_node_hours/timeseries-Month-pi,Jobs,nsfdirectorate,total_node_hours,timeseries,Month,0.0039%,0.0039%,0.0026%,0.0026%
Jobs/nsfdirectorate/total_node_hours/timeseries-Month-public,Jobs,nsfdirectorate,total_node_hours,timeseries,Month,0.0042%,0.0042%,0.0026%,0.0026%
Jobs/nsfdirectorate/total_node_hours/timeseries-Month-usr,Jobs,nsfdirectorate,total_node_hours,timeseries,Month,0.0042%,0.0042%,0.0026%,0.0026%
Jobs/nsfdirectorate/total_node_hours/timeseries-Quarter-cd,Jobs,nsfdirectorate,total_node_hours,timeseries,Quarter,0.0083%,0.0083%,0.004%,0.004%
Jobs/nsfdirectorate/total_node_hours/timeseries-Quarter-cs,Jobs,nsfdirectorate,total_node_hours,timeseries,Quarter,0.0085%,0.0085%,0.004%,0.004%
Jobs/nsfdirectorate/total_node_hours/timeseries-Quarter-pi,Jobs,nsfdirectorate,total_node_hours,timeseries,Quarter,0.0082%,0.0083%,0.004%,0.004%
Jobs/nsfdirectorate/total_node_hours/timeseries-Quarter-public,Jobs,nsfdirectorate,total_node_hours,timeseries,Quarter,0.0086%,0.0086%,0.004%,0.004%
Jobs/nsfdirectorate/total_node_hours/timeseries-Quarter-usr,Jobs,nsfdirectorate,total_node_hours,timeseries,Quarter,0.0086%,0.0086%,0.0042%,0.0042%
Jobs/nsfdirectorate/total_node_hours/timeseries-Year-cd,Jobs,nsfdirectorate,total_node_hours,timeseries,Year,0.0235%,0.0235%,0.0094%,0.0094%
Jobs/nsfdirectorate/total_node_hours/timeseries-Year-cs,Jobs,nsfdirectorate,total_node_hours,timeseries,Year,0.0244%,0.0245%,0.0093%,0.0093%
Jobs/nsfdirectorate/total_node_hours/timeseries-Year-pi,Jobs,nsfdirectorate,total_node_hours,timeseries,Year,0.0244%,0.0244%,0.0094%,0.0094%
Jobs/nsfdirectorate/total_node_hours/timeseries-Year-public,Jobs,nsfdirectorate,total_node_hours,timeseries,Year,0.0251%,0.0252%,0.0094%,0.0094%
Jobs/nsfdirectorate/total_node_hours/timeseries-Year-usr,Jobs,nsfdirectorate,total_node_hours,timeseries,Year,0.0242%,0.0242%,0.0093%,0.0093%
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Day-cd,Jobs,nsfdirectorate,total_waitduration_hours,aggregate,Day,0.0016%,0.0016%,0.0015%,0.0015%
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Day-cs,Jobs,nsfdirectorate,total_waitduration_hours,aggregate,Day,0.0016%,0.0016%,0.0015%,0.0015%
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Day-pi,Jobs,nsfdirectorate,total_waitduration_hours,aggregate,Day,0.0016%,0.0016%,0.0016%,0.0016%
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Day-public,Jobs,nsfdirectorate,total_waitduration_hours,aggregate,Day,0.0016%,0.0016%,0.0016%,0.0016%
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Day-usr,Jobs,nsfdirectorate,total_waitduration_hours,aggregate,Day,0.0017%,0.0017%,0.0016%,0.0016%
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Month-cd,Jobs,nsfdirectorate,total_waitduration_hours,aggregate,Month,0.0024%,0.0024%,0.0018%,0.0018%
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Month-cs,Jobs,nsfdirectorate,total_waitduration_hours,aggregate,Month,0.0024%,0.0024%,0.0018%,0.0018%
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Month-pi,Jobs,nsfdirectorate,total_waitduration_hours,aggregate,Month,0.0024%,0.0024%,0.0019%,0.0019%
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Month-public,Jobs,nsfdirectorate,total_waitduration_hours,aggregate,Month,0.0024%,0.0024%,0.0019%,0.0019%
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Month-usr,Jobs,nsfdirectorate,total_waitduration_hours,aggregate,Month,0.0024%,0.0024%,0.0019%,0.0019%
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Quarter-cd,Jobs,nsfdirectorate,total_waitduration_hours,aggregate,Quarter,0.0048%,0.0048%,0.0025%,0.0025%
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Quarter-cs,Jobs,nsfdirectorate,total_waitduration_hours,aggregate,Quarter,0.0047%,0.0048%,0.0026%,0.0026%
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Quarter-pi,Jobs,nsfdirectorate,total_waitduration_hours,aggregate,Quarter,0.0046%,0.0046%,0.0026%,0.0026%
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Quarter-public,Jobs,nsfdirectorate,total_waitduration_hours,aggregate,Quarter,0.0046%,0.0046%,0.0029%,0.0029%
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Quarter-usr,Jobs,nsfdirectorate,total_waitduration_hours,aggregate,Quarter,0.0047%,0.0047%,0.0026%,0.0026%
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Year-cd,Jobs,nsfdirectorate,total_waitduration_hours,aggregate,Year,0.0126%,0.0126%,0.0055%,0.0055%
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Year-cs,Jobs,nsfdirectorate,total_waitduration_hours,aggregate,Year,0.0127%,0.0128%,0.0051%,0.0051%
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Year-pi,Jobs,nsfdirectorate,total_waitduration_hours,aggregate,Year,0.0126%,0.0126%,0.0052%,0.0052%
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Year-public,Jobs,nsfdirectorate,total_waitduration_hours,aggregate,Year,0.0126%,0.0126%,0.0055%,0.0055%
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Year-usr,Jobs,nsfdirectorate,total_waitduration_hours,aggregate,Year,0.0128%,0.0128%,0.0052%,0.0052%
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Day-cd,Jobs,nsfdirectorate,total_waitduration_hours,timeseries,Day,0.0025%,0.0025%,0.002%,0.002%
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Day-cs,Jobs,nsfdirectorate,total_waitduration_hours,timeseries,Day,0.0027%,0.0027%,0.002%,0.002%
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Day-pi,Jobs,nsfdirectorate,total_waitduration_hours,timeseries,Day,0.0025%,0.0025%,0.002%,0.002%
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Day-public,Jobs,nsfdirectorate,total_waitduration_hours,timeseries,Day,0.0025%,0.0025%,0.002%,0.002%
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Day-usr,Jobs,nsfdirectorate,total_waitduration_hours,timeseries,Day,0.0026%,0.0026%,0.0019%,0.0019%
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Month-cd,Jobs,nsfdirectorate,total_waitduration_hours,timeseries,Month,0.004%,0.004%,0.0025%,0.0025%
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Month-cs,Jobs,nsfdirectorate,total_waitduration_hours,timeseries,Month,0.0042%,0.0042%,0.0025%,0.0025%
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Month-pi,Jobs,nsfdirectorate,total_waitduration_hours,timeseries,Month,0.004%,0.004%,0.0025%,0.0025%
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Month-public,Jobs,nsfdirectorate,total_waitduration_hours,timeseries,Month,0.0041%,0.0041%,0.0026%,0.0026%
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Month-usr,Jobs,nsfdirectorate,total_waitduration_hours,timeseries,Month,0.0042%,0.0042%,0.0025%,0.0025%
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Quarter-cd,Jobs,nsfdirectorate,total_waitduration_hours,timeseries,Quarter,0.0083%,0.0083%,0.0039%,0.0039%
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Quarter-cs,Jobs,nsfdirectorate,total_waitduration_hours,timeseries,Quarter,0.0088%,0.0088%,0.004%,0.004%
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Quarter-pi,Jobs,nsfdirectorate,total_waitduration_hours,timeseries,Quarter,0.0084%,0.0084%,0.0041%,0.0041%
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Quarter-public,Jobs,nsfdirectorate,total_waitduration_hours,timeseries,Quarter,0.0083%,0.0083%,0.0041%,0.0041%
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Quarter-usr,Jobs,nsfdirectorate,total_waitduration_hours,timeseries,Quarter,0.0088%,0.0088%,0.0039%,0.0039%
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Year-cd,Jobs,nsfdirectorate,total_waitduration_hours,timeseries,Year,0.0236%,0.0236%,0.0092%,0.0092%
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Year-cs,Jobs,nsfdirectorate,total_waitduration_hours,timeseries,Year,0.0252%,0.0253%,0.0092%,0.0092%
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Year-pi,Jobs,nsfdirectorate,total_waitduration_hours,timeseries,Year,0.0239%,0.0239%,0.0093%,0.0093%
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Year-public,Jobs,nsfdirectorate,total_waitduration_hours,timeseries,Year,0.0248%,0.0248%,0.0094%,0.0094%
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Year-usr,Jobs,nsfdirectorate,total_waitduration_hours,timeseries,Year,0.0252%,0.0253%,0.0093%,0.0093%
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Day-cd,Jobs,nsfdirectorate,total_wallduration_hours,aggregate,Day,0.0016%,0.0016%,0.0016%,0.0016%
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Day-cs,Jobs,nsfdirectorate,total_wallduration_hours,aggregate,Day,0.0016%,0.0016%,0.0016%,0.0016%
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Day-pi,Jobs,nsfdirectorate,total_wallduration_hours,aggregate,Day,0.0017%,0.0017%,0.0022%,0.0022%
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Day-public,Jobs,nsfdirectorate,total_wallduration_hours,aggregate,Day,0.0016%,0.0016%,0.0016%,0.0016%
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Day-usr,Jobs,nsfdirectorate,total_wallduration_hours,aggregate,Day,0.0017%,0.0017%,0.0017%,0.0017%
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Month-cd,Jobs,nsfdirectorate,total_wallduration_hours,aggregate,Month,0.0024%,0.0024%,0.0019%,0.0019%
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Month-cs,Jobs,nsfdirectorate,total_wallduration_hours,aggregate,Month,0.0024%,0.0024%,0.0018%,0.0018%
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Month-pi,Jobs,nsfdirectorate,total_wallduration_hours,aggregate,Month,0.0024%,0.0024%,0.002%,0.002%
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Month-public,Jobs,nsfdirectorate,total_wallduration_hours,aggregate,Month,0.0024%,0.0024%,0.0019%,0.0019%
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Month-usr,Jobs,nsfdirectorate,total_wallduration_hours,aggregate,Month,0.0024%,0.0024%,0.0019%,0.0019%
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Quarter-cd,Jobs,nsfdirectorate,total_wallduration_hours,aggregate,Quarter,0.0046%,0.0046%,0.0025%,0.0026%
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Quarter-cs,Jobs,nsfdirectorate,total_wallduration_hours,aggregate,Quarter,0.0047%,0.0047%,0.0025%,0.0025%
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Quarter-pi,Jobs,nsfdirectorate,total_wallduration_hours,aggregate,Quarter,0.0046%,0.0046%,0.0027%,0.0027%
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Quarter-public,Jobs,nsfdirectorate,total_wallduration_hours,aggregate,Quarter,0.0045%,0.0045%,0.0026%,0.0026%
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Quarter-usr,Jobs,nsfdirectorate,total_wallduration_hours,aggregate,Quarter,0.0048%,0.0048%,0.0027%,0.0027%
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Year-cd,Jobs,nsfdirectorate,total_wallduration_hours,aggregate,Year,0.0123%,0.0123%,0.0051%,0.0051%
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Year-cs,Jobs,nsfdirectorate,total_wallduration_hours,aggregate,Year,0.0126%,0.0126%,0.005%,0.005%
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Year-pi,Jobs,nsfdirectorate,total_wallduration_hours,aggregate,Year,0.0127%,0.0127%,0.0051%,0.0051%
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Year-public,Jobs,nsfdirectorate,total_wallduration_hours,aggregate,Year,0.0125%,0.0125%,0.0055%,0.0055%
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Year-usr,Jobs,nsfdirectorate,total_wallduration_hours,aggregate,Year,0.0127%,0.0128%,0.0052%,0.0052%
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Day-cd,Jobs,nsfdirectorate,total_wallduration_hours,timeseries,Day,0.0025%,0.0025%,0.002%,0.002%
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Day-cs,Jobs,nsfdirectorate,total_wallduration_hours,timeseries,Day,0.0027%,0.0027%,0.0021%,0.0021%
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Day-pi,Jobs,nsfdirectorate,total_wallduration_hours,timeseries,Day,0.0026%,0.0026%,0.002%,0.002%
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Day-public,Jobs,nsfdirectorate,total_wallduration_hours,timeseries,Day,0.0026%,0.0026%,0.0019%,0.0019%
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Day-usr,Jobs,nsfdirectorate,total_wallduration_hours,timeseries,Day,0.0026%,0.0026%,0.0021%,0.0021%
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Month-cd,Jobs,nsfdirectorate,total_wallduration_hours,timeseries,Month,0.0042%,0.0042%,0.003%,0.003%
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Month-cs,Jobs,nsfdirectorate,total_wallduration_hours,timeseries,Month,0.0044%,0.0044%,0.0029%,0.0029%
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Month-pi,Jobs,nsfdirectorate,total_wallduration_hours,timeseries,Month,0.0043%,0.0043%,0.003%,0.003%
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Month-public,Jobs,nsfdirectorate,total_wallduration_hours,timeseries,Month,0.0041%,0.0041%,0.0026%,0.0026%
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Month-usr,Jobs,nsfdirectorate,total_wallduration_hours,timeseries,Month,0.0044%,0.0044%,0.003%,0.003%
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Quarter-cd,Jobs,nsfdirectorate,total_wallduration_hours,timeseries,Quarter,0.0083%,0.0083%,0.004%,0.004%
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Quarter-cs,Jobs,nsfdirectorate,total_wallduration_hours,timeseries,Quarter,0.0089%,0.0089%,0.0044%,0.0044%
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Quarter-pi,Jobs,nsfdirectorate,total_wallduration_hours,timeseries,Quarter,0.0086%,0.0087%,0.0041%,0.0041%
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Quarter-public,Jobs,nsfdirectorate,total_wallduration_hours,timeseries,Quarter,0.0086%,0.0086%,0.0044%,0.0044%
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Quarter-usr,Jobs,nsfdirectorate,total_wallduration_hours,timeseries,Quarter,0.0088%,0.0088%,0.0042%,0.0042%
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Year-cd,Jobs,nsfdirectorate,total_wallduration_hours,timeseries,Year,0.0236%,0.0236%,0.0092%,0.0093%
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Year-cs,Jobs,nsfdirectorate,total_wallduration_hours,timeseries,Year,0.0254%,0.0255%,0.0103%,0.0103%
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Year-pi,Jobs,nsfdirectorate,total_wallduration_hours,timeseries,Year,0.0252%,0.0252%,0.0093%,0.0094%
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Year-public,Jobs,nsfdirectorate,total_wallduration_hours,timeseries,Year,0.0244%,0.0244%,0.0092%,0.0092%
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Year-usr,Jobs,nsfdirectorate,total_wallduration_hours,timeseries,Year,0.0246%,0.0246%,0.0094%,0.0095%
Jobs/nsfdirectorate/utilization/aggregate-Day-cd,Jobs,nsfdirectorate,utilization,aggregate,Day,0.0021%,0.0021%,0.0045%,0.0045%
Jobs/nsfdirectorate/utilization/aggregate-Day-cs,Jobs,nsfdirectorate,utilization,aggregate,Day,0.0021%,0.0021%,0.005%,0.005%
Jobs/nsfdirectorate/utilization/aggregate-Day-pi,Jobs,nsfdirectorate,utilization,aggregate,Day,0.0021%,0.0021%,0.0046%,0.0046%
Jobs/nsfdirectorate/utilization/aggregate-Day-public,Jobs,nsfdirectorate,utilization,aggregate,Day,0.0021%,0.0021%,0.0047%,0.0047%
Jobs/nsfdirectorate/utilization/aggregate-Day-usr,Jobs,nsfdirectorate,utilization,aggregate,Day,0.0021%,0.0021%,0.005%,0.005%
Jobs/nsfdirectorate/utilization/aggregate-Month-cd,Jobs,nsfdirectorate,utilization,aggregate,Month,0.0028%,0.0029%,0.0052%,0.0052%
Jobs/nsfdirectorate/utilization/aggregate-Month-cs,Jobs,nsfdirectorate,utilization,aggregate,Month,0.0029%,0.0029%,0.005%,0.005%
Jobs/nsfdirectorate/utilization/aggregate-Month-pi,Jobs,nsfdirectorate,utilization,aggregate,Month,0.0028%,0.0028%,0.0053%,0.0054%
Jobs/nsfdirectorate/utilization/aggregate-Month-public,Jobs,nsfdirectorate,utilization,aggregate,Month,0.0029%,0.0029%,0.0055%,0.0055%
Jobs/nsfdirectorate/utilization/aggregate-Month-usr,Jobs,nsfdirectorate,utilization,aggregate,Month,0.0029%,0.0029%,0.0054%,0.0054%
Jobs/nsfdirectorate/utilization/aggregate-Quarter-cd,Jobs,nsfdirectorate,utilization,aggregate,Quarter,0.0052%,0.0052%,0.0063%,0.0063%
Jobs/nsfdirectorate/utilization/aggregate-Quarter-cs,Jobs,nsfdirectorate,utilization,aggregate,Quarter,0.0051%,0.0051%,0.0066%,0.0066%
Jobs/nsfdirectorate/utilization/aggregate-Quarter-pi,Jobs,nsfdirectorate,utilization,aggregate,Quarter,0.005%,0.005%,0.0065%,0.0065%
Jobs/nsfdirectorate/utilization/aggregate-Quarter-public,Jobs,nsfdirectorate,utilization,aggregate,Quarter,0.005%,0.005%,0.0064%,0.0064%
Jobs/nsfdirectorate/utilization/aggregate-Quarter-usr,Jobs,nsfdirectorate,utilization,aggregate,Quarter,0.0053%,0.0053%,0.0066%,0.0066%
Jobs/nsfdirectorate/utilization/aggregate-Year-cd,Jobs,nsfdirectorate,utilization,aggregate,Year,0.0132%,0.0132%,0.0102%,0.0102%
Jobs/nsfdirectorate/utilization/aggregate-Year-cs,Jobs,nsfdirectorate,utilization,aggregate,Year,0.0131%,0.0131%,0.0105%,0.0105%
Jobs/nsfdirectorate/utilization/aggregate-Year-pi,Jobs,nsfdirectorate,utilization,aggregate,Year,0.0131%,0.0131%,0.0111%,0.0112%
Jobs/nsfdirectorate/utilization/aggregate-Year-public,Jobs,nsfdirectorate,utilization,aggregate,Year,0.0131%,0.0131%,0.0116%,0.0116%
Jobs/nsfdirectorate/utilization/aggregate-Year-usr,Jobs,nsfdirectorate,utilization,aggregate,Year,0.0134%,0.0134%,0.0115%,0.0116%
Jobs/nsfdirectorate/utilization/timeseries-Day-cd,Jobs,nsfdirectorate,utilization,timeseries,Day,0.0091%,0.0092%,0.0162%,0.0162%
Jobs/nsfdirectorate/utilization/timeseries-Day-cs,Jobs,nsfdirectorate,utilization,timeseries,Day,0.0094%,0.0094%,0.0164%,0.0164%
Jobs/nsfdirectorate/utilization/timeseries-Day-pi,Jobs,nsfdirectorate,utilization,timeseries,Day,0.0095%,0.0095%,0.0165%,0.0165%
Jobs/nsfdirectorate/utilization/timeseries-Day-public,Jobs,nsfdirectorate,utilization,timeseries,Day,0.0097%,0.0097%,0.0168%,0.0168%
Jobs/nsfdirectorate/utilization/timeseries-Day-usr,Jobs,nsfdirectorate,utilization,timeseries,Day,0.0095%,0.0095%,0.0165%,0.0165%
Jobs/nsfdirectorate/utilization/timeseries-Month-cd,Jobs,nsfdirectorate,utilization,timeseries,Month,0.0064%,0.0064%,0.009%,0.009%
Jobs/nsfdirectorate/utilization/timeseries-Month-cs,Jobs,nsfdirectorate,utilization,timeseries,Month,0.0067%,0.0067%,0.0092%,0.0092%
